ID,제목,내용,카테고리,서브카테고리,캠퍼스,등록자,등록일,수정자,수정일
학칙_대학_307,3항,"환산평가는 교수가 정한 표준화 방법 등을 적용하여 인정하는 평가방법으로 환산평가방법의 예로는 다음과 같은 방법이 있다. ·교과목 담당교수는 학생이 취득한 실질점수로서 학점인정 최소점수를 정하고 Y=AX+B의 식으로 점수를 환산하여 학생 개인별 최종 평가점수를 학업성적에 적용한다. 여기서 Y=환산점수, X=취득한 실질점수이고 A와 B는 다음 식에 의하여 계산한다. A = (최고점수 - 학점인정최저점수) / (최고실질점수 - 학점인정최저실질점수) B=100-A*최고 실질점수 (예) 인정 점수 학점인정최저실질점수 40점을 학점인정최저점수 60점으로, 최고실질점수 80점을 최고점수 100점으로 정하면 K학생의 실질점수가 50점인 경우 A= (100-60)/(80-40) = 1, B=100-1*80=20. K학생의 인정점수 Y= 1 * 50 + 20 = 70","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제29조(성적 평가)",,,,,,
학칙_대학_308,1항,학업성적의 평점 평균의 산출은 학칙 제49조제2항에 따라 산출 평균치로 하며 소수점 셋째자리에서 반올림 처리한다.,"학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제30조(평점평균)",,,,,,
학칙_대학_309,2항,(삭제),"학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제30조(평점평균)",,,,,,
학칙_대학_310,3항,평점평균에 따른 백분위 환산은 별표 1과 같다.,"학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제30조(평점평균)",,,,,,
학칙_대학_311,제31조(성적의 취소),다음 각 호에 해당하는 자의 취득 성적은 취소할 수 있다. 1. 무기정학 이상의 징계를 받은 해당학기 전 과목의 성적. 2. 시험 중의 부정행위로 유기정학 이상의 징계를 받은 자의 해당과목 성적 및 동일한 시험기간 내의 부정행위 적발 이후의 시험에서 취득한 교과목의 성적. 3. 학칙 제46조 정한 바에 따라 출석미달 과목의 성적. 4. 미등록 응시자의 성적. 5. 수강신청을 하지 않은 자의 성적. 6. 그 밖에 부정으로 획득한 성적.,"학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가",,,,,,
학칙_대학_312,제32조(출결 및 성적 수시열람),학생은 담당교수에게 수시로 자신의 출결사항과 성적을 문의할 수 있고 특별한 사유가 없는 한 교수는 알려주어야 한다.,"학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가",,,,,,
학칙_대학_313,1항,성적 이의신청 및 성적 정정기간은 학기개시일 이전 학사일정에 사전고지하며 일정 기준은 다음과 같다. 1. 해당학기 성적열람 및 이의신청은 최종시험 종료일 이후 지정된 기간. 2. 성적정정기간은 성적열람 및 정정기간 이내.,"학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제33조(성적 이의신청 및 성적제출)",,,,,,
학칙_대학_314,2항,"담당교수는 성적 이의신청을 접수한 즉시 출석, 과제물, 시험답안지 및 그 밖의 성적평가에 필요한 자료를 충분히 재검토한 후 분명한 이의신청 사유가 있는 때에는 성적을 정정하여야 한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제33조(성적 이의신청 및 성적제출)",,,,,,
학칙_대학_315,3항,"해당학기 성적은 최종시험 종료일 이후 교무혁신처에서 지정한 기간 내에 정확한 성적을 전산입력하고 출력한 용지에 서명, 날인한 후 교무혁신처에 제출하여야 하며 제출된 성적은 정정할 수 없다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제33조(성적 이의신청 및 성적제출)",,,,,,
학칙_대학_316,1항,"강의를 수강하는 학생이 해당 강의를 담당하는 교수의 자녀인 경우에는 학칙 제 20조의1에 따라 해당 사실을 교무혁신처에 신고하도록 하고, 최종 성적 부여 시 출석, 과제 제출, 시험 등 성적산출 근거를 학과장에게 제출하도록 하여 공정 여부를 확인토록 한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제33조의1(성적평가 공정성 제고)",,,,,,
학칙_대학_317,2항,"제1항에 의거 교수의 자녀 수강에 대한 성적산출 근거 미제출 등의 본 규정을 위반하는 사항이 발생할 경우 교원인사규정 제39조에 의거하여 징계의결을 요구하여 조치하며, 비전임교원의 경우 임용 또는 위촉을 해지한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가 > 제33조의1(성적평가 공정성 제고)",,,,,,
학칙_대학_318,제34조(성적산출의 근거관리),"담당교수는 성적을 산출한 자료(시험답안지, 과제물, 출석부등)를 5년간 보관 및 관리하여야 한다.","학칙_대학 > 학칙시행세칙I > 제7장 출석, 시험 및 성적평가",,,,,,
학칙_대학_319,1항,"성적이 열등하여 해당학기 성적 평점평균이 1.5 미만(의예과 및의학과는 2.0 미만)인 자 또는 해당학기에 등록하였지만 수강신청을 하지 않은 자에게는 학사경고 하고 학적부에 기재하며, 소속 학과장은 학사경고 자에 대하여 다음학기 등록 전에 본인에게 통보하여야 한다.",학칙_대학 > 학칙시행세칙I > 제8장 학사경고 및 유급 > 제35조(학사경고),,,,,,
학칙_대학_320,2항,학사경고자는 다음학기 수강신청을 15학점 이내로 제한한다.,학칙_대학 > 학칙시행세칙I > 제8장 학사경고 및 유급 > 제35조(학사경고),,,,,,
학칙_대학_321,3항,"학사경고를 2회 이상 받은 자는 교무위원회의 심의를 거쳐 징계처분 할 수 있으며, 3회 연속 학사경고 대상자는 학칙 제24조제5호에 따라 제적할 수 있다.",학칙_대학 > 학칙시행세칙I > 제8장 학사경고 및 유급 > 제35조(학사경고),,,,,,
학칙_대학_322,1항,"학칙 제34조에 따라 유급한 자(2학기 휴학자 포함)의 해당 학년 기취득 학점은 무효로 하며 해당 학년의 전 교과목을 재이수하여야 한다. 단, 졸업보류 및 졸업연기에 해당하는 재학생은 유급판정에서 제외한다.",학칙_대학 > 학칙시행세칙I > 제8장 학사경고 및 유급 > 제36조(유급),,,,,,
학칙_대학_323,2항,동일학년을 2회 연속하여 유급한 자는 총장이 제적시킬 수 있다.,학칙_대학 > 학칙시행세칙I > 제8장 학사경고 및 유급 > 제36조(유급),,,,,,
학칙_대학_324,3항,전항에도 불구하고 의과대학 의학과(의예과 포함)는 유급에 관한 사항을 학사운영 내규에서 별도로 정한다.,학칙_대학 > 학칙시행세칙I > 제8장 학사경고 및 유급 > 제36조(유급),,,,,,
학칙_대학_325,1항,학사경고에 의한 제적자에게는 학칙 제31조의 요건을 충족시킨 학년까지의 수료증을 수여할 수 있다.,학칙_대학 > 학칙시행세칙I > 제8장 학사경고 및 유급 > 제37조(학사경고에 의한 제적자의 수료),,,,,,
학칙_대학_326,2항,학사경고에 의하여 제적된 자는 법령으로 정한 특별한 경우 외에는 재입학을 불허함을 원칙으로 한다.,학칙_대학 > 학칙시행세칙I > 제8장 학사경고 및 유급 > 제37조(학사경고에 의한 제적자의 수료),,,,,,
학칙_대학_327,제38조(진급),진급 사정은 해당 학년 전 기간의 성적으로 결정함을 원칙으로 하며 진급 사정을 통과한 자,"학칙_대학 > 학칙시행세칙I > 제9장 진급, 수료 및 졸업",,,,,,
학칙_대학_328,제39조(졸업 및 수료),"졸업사정은 학칙 제35조 및 제36조에 충족되는 자를 졸업대상으로 하고, 졸업사정에서 탈락한 자에게는 수료증을 수여할 수 있다.","학칙_대학 > 학칙시행세칙I > 제9장 진급, 수료 및 졸업",,,,,,
학칙_대학_329,제40조(우수 우등생),한 학기의 학업성적이 우수하고 품행이 바른 자에게는 다음과 같이 명칭을 부여하고 학적부에 기재하며 다음 학기 초에 이를 공고하고 총장은 표창할 수 있다. 1. 우수생 : 성적 평점평균이 4.0 이상인 자. 2. 우등생 : 성적 평점평균이 3.75 이상 4.0 미만인 자.,학칙_대학 > 학칙시행세칙I > 제10장 우등생,,,,,,
학칙_대학_330,제41조(졸업우수 우등생),"학칙 제36조 졸업자격 기준을 충족하는 자로서 4년간의 학업성적이 우수하고 품행이 바른 자에게는 다음과 같이 명칭을 부여하고 학적부에 기재하며 학위수여식장에서 이를 공고하고 총장은 표창할 수 있으며 단과대학별 또는 학과(부)별 졸업최우수생은 다음 1호의 순서에 의해 선정한다. 다만, 수료자는 대상에서 제외한다. 1. 졸업최우수생: 가. 종합성적 평점평균이 높은 자. 나. 최종학기 평점평균이 높은 자. 다. 최종학기 총점의 합이 높은 자. 라. 최종학기 석차가 높은 자. 2. 졸업우수생: 4년간의 성적 평점평균이 4.0 이상인 자. 3. 졸업우등생: 4년간의 성적 평점평균이 3.75 이상 4.0 미만인 자.",학칙_대학 > 학칙시행세칙I > 제10장 우등생,,,,,,
학칙_대학_331,제42조(증명서),"학적사항의 증명을 위하여 다음 각 호의 증명서를 발급하며, 세부사항은 제증명발급규정을 따른다. 1. 졸업증명서 등: 졸업자로 학위를 수여 받은 자. 2. 수료증명서: 학칙 제31조제1,2항 해당자. 3. 졸업예정증명서 : 최종학년 2학기 등록을 필한 자. 4. 성적증명서: 졸업자, 재학생, 휴학생, 제적생. 5. 재학증명서 : 해당학기 등록을 필한 자. 6. 재적증명서: 본교에 재적한 사실이 있는 자. 7. 휴학증명서: 휴학생. 8. 수료예정증명서: 수료예정자. 9. 제적증명서: 제적생. 10. 추천서 : 성적이 우수하고 품행이 바른 재학생 및 졸업자.",학칙_대학 > 학칙시행세칙I > 제11장 증명서 발급 및 학적부 정정,,,,,,
학칙_대학_332,제43조(학적부 정정),"성명, 생년월일, 주민등록번호, 기타 학적 기재사항의 정정을 요할 때에는 정정내역이 기재된 합법적 증빙서류를 첨부한 정정원(정해진 양식)을 교무혁신처로 제출하여 승인을 받아야 한다.",학칙_대학 > 학칙시행세칙I > 제11장 증명서 발급 및 학적부 정정,,,,,,
학칙_대학_333,제44조(준용),이 시행세칙에 정하지 않은 사항에 대하여는 관계법령 및 정관에서 정한 바를 따른다.,학칙_대학 > 학칙시행세칙I > 제12장 보 칙,,,,,,
학칙_대학_334,제1조(목적),이 세칙은 을지대학교(이하 '본교') 학칙 제82조에 따라 의과대학의 예과 및 의학과에 관한 학칙상 특별히 필요한 사항만을 따로 규정함을 목적으로 한다.,학칙_대학 > 학칙시행세칙II,,,,,,
학칙_대학_335,1항,(삭제),학칙_대학 > 학칙시행세칙II > 제2조(교과이수 및 수료기준),,,,,,
학칙_대학_336,2항,해당 학년에서 정한 전교과목을 이수하지 못한 자는 상급학년에 진급할 수 없다.,학칙_대학 > 학칙시행세칙II > 제2조(교과이수 및 수료기준),,,,,,
학칙_대학_337,3항,(삭제),학칙_대학 > 학칙시행세칙II > 제2조(교과이수 및 수료기준),,,,,,
학칙_대학_338,4항,(삭제),학칙_대학 > 학칙시행세칙II > 제2조(교과이수 및 수료기준),,,,,,
학칙_대학_339,5항,의예과에서 의학과로 진급하기 위해서는 의예과에서 개설된 전교과목을 이수하여야 하고 학장이 내규에서 별도로 정한 필수과정에서 요구하는 자격을 획득하여야 한다.,학칙_대학 > 학칙시행세칙II > 제2조(교과이수 및 수료기준),,,,,,
학칙_대학_340,6항,의학과를 수료하기 위해서는 160학점 이상을 취득하여야 하며 학장이 내규에서 별도로 정한 필수과정에서 요구하는 자격을 획득하여야 한다.,학칙_대학 > 학칙시행세칙II > 제2조(교과이수 및 수료기준),,,,,,
학칙_대학_341,7항,"의과대학장은 총장의 승인을 받아 의예과 및 의학과의 수료에 필요한 필수과정을 정할 수 있으며, 필수과정의 추가 및 삭제 등과 같은 변경에는 총장의 승인이 필요하다.",학칙_대학 > 학칙시행세칙II > 제2조(교과이수 및 수료기준),,,,,,
학칙_대학_342,제3조(종합시험 및 실기시험),"학장은 일정한 시기에 기초의학종합시험, 임상의학종합시험 및 임상실기시험(OSCE, CPX 등)의 시행을 결정할 수 있다. 다만, 이러한 시험을 시행하고자 할 경우에는 해당 학년의 개시 전에 대상학년에게 공고하여야 한다.",학칙_대학 > 학칙시행세칙II,,,,,,
학칙_대학_343,제4조(평균평점),(삭제),학칙_대학 > 학칙시행세칙II,,,,,,
학칙_대학_344,1항,"의과대학 의학과(의예과 포함)의 학사경고, 유급 및 제적에 관한 사항은 의과대학학사운영내규로 정한다.","학칙_대학 > 학칙시행세칙II > 제5조(학사경고, 유급 및 제적)",,,,,,
학칙_대학_345,2항,(삭제),"학칙_대학 > 학칙시행세칙II > 제5조(학사경고, 유급 및 제적)",,,,,,
학칙_대학_346,3항,(삭제),"학칙_대학 > 학칙시행세칙II > 제5조(학사경고, 유급 및 제적)",,,,,,
학칙_대학_347,4항,(삭제),"학칙_대학 > 학칙시행세칙II > 제5조(학사경고, 유급 및 제적)",,,,,,
학칙_대학_348,1항,일반휴학은 매 학기 기말고사 개시 전까지 정해진 절차에 따라 필요한 서류를 교무혁신처에 제출한 경우에만 가능하다.,학칙_대학 > 학칙시행세칙II > 제6조(휴학),,,,,,
학칙_대학_349,2항,휴학에 필요한 서류 및 절차는 본교 학칙과 시행세칙I에서 정한 바에 의한다.,학칙_대학 > 학칙시행세칙II > 제6조(휴학),,,,,,
학칙_대학_350,3항,"의예과의 경우는 휴학한 학기, 의학과의 경우에는 휴학한 학년의 기존에 취득한 학점은 무효로 한다.",학칙_대학 > 학칙시행세칙II > 제6조(휴학),,,,,,
학칙_대학_351,1항,휴학한 자가 복학하고자 할 때에는 본교 학칙과 시행세칙I에서 정한 절차를 따른다.,학칙_대학 > 학칙시행세칙II > 제7조(복학),,,,,,
학칙_대학_352,2항,"임상실습을 하는 학년(의학과 3, 4학년)은 제1학기에만 복학이 가능하다.",학칙_대학 > 학칙시행세칙II > 제7조(복학),,,,,,
학칙_대학_353,1항,통합과목이란 단일 교과목에 2개 교실 이상의 소속 교수가 수업을 담당하는 과목을 말한다.,학칙_대학 > 학칙시행세칙II > 제8조(통합교육과목의 시험 및 성적),,,,,,
학칙_대학_354,2항,의학과에 개설된 통합교육과목의 시험은 해당 과목의 종료 후 교육과정에서 정한 일시에 시행한다.,학칙_대학 > 학칙시행세칙II > 제8조(통합교육과목의 시험 및 성적),,,,,,
학칙_대학_355,3항,통합교육과목의 성적은 해당 과목이 개설된 학기의 기말성적에 포함된다.,학칙_대학 > 학칙시행세칙II > 제8조(통합교육과목의 시험 및 성적),,,,,,
학칙_대학_356,1항,학칙 제35조에서 정한 졸업논문 대치제도로서 의학과 4학년 2학기에 졸업종합시험을 시행한다.,학칙_대학 > 학칙시행세칙II > 제9조(졸업종합시험),,,,,,
학칙_대학_357,2항,졸업종합시험 합격자에 한하여 졸업자격을 인정한다.,학칙_대학 > 학칙시행세칙II > 제9조(졸업종합시험),,,,,,
학칙_대학_358,3항,졸업종합시험에 불합격된 자에 대하여는 졸업을 보류하며 다음 학년의 졸업종합시험에 통과한 자에 대해서만 졸업자격을 부여한다.,학칙_대학 > 학칙시행세칙II > 제9조(졸업종합시험),,,,,,
학칙_대학_359,제10조(준용),이 세칙에 특별히 정하지 않은 사항은 본교 학칙 및 제규정에서 정한 바를 따른다.,학칙_대학 > 학칙시행세칙II,,,,,,
